Primary_Key,School Number,School Year,School Name,Official School Name,LEA Number,LEA Name,Name Prefix Description,Principal First Name,Principal Middle Name,Principal Last Name,Principal Name Suffix,Principal Email,Address Line1,Address Line2,City,State,Zip Code 5,Zip Code 4,Phone Office Area,Phone Office Exch,Phone Office Line,Phone Fax Area,Phone Fax Exch,Phone Fax Line ,Mailing Address Line1,Mailing Address Line2,Mailing City,Mailing State,Mailing Zip Code 5,Mailing Zip Code 4,URL School Address,Sch Operational Status,Sch Operational Status Desc,Opening Effective Date,Closing Date,School Type,School Type Desc,School Program Type,School Program Type Desc,Grade Level Current,Grade Level Approved,Grade Level First Year,Title I,School Calendar Type,School Calendar Description,Extended Hours,School Schedule Type,School Schedule Type Desc,School Designation Type,School Designation Desc,SBE Region,SBE Region Names,Accreditation Status,Accreditation Status Desc,Federal School Number,College Board Number,School Membership,School Year For Sch Membership,School Teacher Count,School Year For Teachers,Cooperative Innovative HS,Cooperative MMYYYY SBE Approve,First Yr Est ADM,First Yr Est Paid Teacher FTE,Newly Constructed Facility,Occupancy Date,What Facility Will Sch Occupy,Share Space,Share Space Describe,New Sch Population From,List Of Closing Schools,County Code,County Description,Opening In School Year,Locale Type,Locale Type Desc,School Closings?,School Systartstatus,Record Created Timestamp,Record Created By,Last Changed Timestamp,Last Changed By
6005342018,600534,2018,Smithfield Elementary,Smithfield Elementary,600,Charlotte-Mecklenburg Schools,Dr,Allison,-,Plunkett,-,p534@cms.k12.nc.us,3200 Smithfield Church Rd,-,Charlotte,NC,28210,5908,980,343,6550,980,343,6555,-,-,-,-,-,-,http://schools.cms.k12.nc.us/smithfieldES,1,Open,30-Jun-93,-,R,Regular School,N,None,PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,10-14-2013 05:34PM,susan_grigg
6005352018,600535,2018,South Mecklenburg High,South Mecklenburg High,600,Charlotte-Mecklenburg Schools,Dr,Maureen,-,Furr,-,p535@cms.k12.nc.us,8900 Park Rd,-,Charlotte,NC,28210,7699,980,343,3600,980,343,3607,-,-,-,-,-,-,http://schools.cms.k12.nc.us/southmecklenburgHS,1,Open,30-Jun-90,-,R,Regular School,M,Magnet,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,343103,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,04-27-2017 05:35PM,susan_grigg
6005372018,600537,2018,South Charlotte Middle,South Charlotte Middle,600,Charlotte-Mecklenburg Schools,-,Lisa,-,Bailes,-,p537@cms.k12.nc.us,8040 Strawberry Ln,-,Charlotte,NC,28277,-,980,343,3670,980,343,3725,-,-,-,-,-,-,http://schools.cms.k12.nc.us/southcharlotteMS,1,Open,30-Jun-92,-,R,Regular School,N,None,6:07:08,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,11-05-2010 02:41PM,susan_grigg
6005382018,600538,2018,Southwest Middle School,Southwest Middle School,600,Charlotte-Mecklenburg Schools,-,Barry,-,Blair,-,p538@cms.k12.nc.us,13624 Steele Creek Rd,-,Charlotte,NC,28273,-,980,343,5006,980,343,3239,-,-,-,-,-,-,http://schools.cms.k12.nc.us/southwestMS,1,Open,30-Jun-03,-,R,Regular School,N,None,6:07:08,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,10-14-2013 05:35PM,susan_grigg
6005452018,600545,2018,Starmount Acad of Excellence,Starmount Acad of Excellence,600,Charlotte-Mecklenburg Schools,-,Nancy,-,Martinez,-,p545@cms.k12.nc.us,1600 Brookdale Ave,-,Charlotte,NC,28210,-,980,343,3630,980,343,3735,-,-,-,-,-,-,http://schools.cms.k12.nc.us/starmountacademyES,1,Open,1-Jul-15,-,R,Regular School,N,None,PK:KG:01:02:03:04:05,PK:KG:01:02:03:04:05,PK:KG:01:02:03:04:05,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,N,-,513,30,N,25-Aug-15,previous Starmount Elementary School; currently used as an administrative site.,N,-,School 600422 - Huntingtowne Farms Elementary :School 600459 - Montclaire Elementary ,-,60,Mecklenburg,2016,11,"City, Large",N,-,12-02-2014 03:34PM,susan_grigg,06-22-2017 10:39AM,edna_gant
6005462018,600546,2018,Statesville Road Elementary,Statesville Road Elementary,600,Charlotte-Mecklenburg Schools,-,Jeanette,-,Reber,-,p546@cms.k12.nc.us,5521 Milhaven Ln,-,Charlotte,NC,28269,-,980,343,6815,980,343,6794,-,-,-,-,-,-,http://schools.cms.k12.nc.us/statesvilleroadES,1,Open,30-Jun-90,-,R,Regular School,M,Magnet,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,06-21-2017 03:38PM,edna_gant
6005492018,600549,2018,Steele Creek Elementary,Steele Creek Elementary,600,Charlotte-Mecklenburg Schools,-,Merita,L,Brown-Little,-,p549@cms.k12.nc.us,4100 Gallant Ln,-,Charlotte,NC,28273,3201,980,343,3810,980,343,3814,-,-,-,-,-,-,http://schools.cms.k12.nc.us/steelecreekES,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 12:00AM,EDDIE,02-09-2015 11:06AM,RON
6005502018,600550,2018,Sterling Elementary,Sterling Elementary,600,Charlotte-Mecklenburg Schools,-,Emily,-,Miles,-,p550@cms.k12.nc.us,9601 China Grove Church Rd,-,Pineville,NC,28134,-,980,343,3636,980,343,3743,-,-,-,-,-,-,http://schools.cms.k12.nc.us/sterlingES,1,Open,30-Jun-90,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,04-01-2015 10:19AM,susan_grigg
6005532018,600553,2018,Thomasboro Academy,Thomasboro Academy,600,Charlotte-Mecklenburg Schools,-,Janette,-,McIver,-,p553@cms.k12.nc.us,538 Bradford Dr,-,Charlotte,NC,28208,2265,980,343,6000,980,343,6017,-,-,-,-,-,-,http://schools.cms.k12.nc.us/thomasboroES,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,-,-,Y,Year Round,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,06-21-2017 03:39PM,edna_gant
6005572018,600557,2018,Torrence Creek Elementary,Torrence Creek Elementary,600,Charlotte-Mecklenburg Schools,-,Jason,-,Bissinger,-,p557@cms.k12.nc.us,14550 Ranson Rd,-,Huntersville,NC,28078,-,980,343,695,980,343,697,-,-,-,-,-,-,http://schools.cms.k12.nc.us/torrencecreekES,1,Open,2-Jul-05,-,R,Regular School,N,None,KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,10-14-2013 05:37PM,susan_grigg
6005582018,600558,2018,Grand Oak Elementary,Grand Oak Elementary School,600,Charlotte-Mecklenburg Schools,-,Raymond,-,Giovanelli,-,p558@cms.k12.nc.us,15410 Stumptown Rd,-,Huntersville,NC,28078,-,980,343,2063,980,343,672,-,-,-,-,-,-,http://schools.cms.k12.nc.us/grandoakES/Pages/Default.aspx,1,Open,1-Jul-13,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,KG:01:02:03:04:05,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,N,-,575,29,Y,1-Aug-13,-,N,-,School 600557 - Torrence Creek Elementary ,-,60,Mecklenburg,2014,11,"City, Large",N,-,10-29-2012 12:08PM,susan_grigg,10-10-2016 01:06PM,susan_grigg
6005622018,600562,2018,Tuckaseegee Elementary,Tuckaseegee Elementary,600,Charlotte-Mecklenburg Schools,Dr,Rhonda,-,Gomez,-,p562@cms.k12.nc.us,2028 Little Rock Rd,-,Charlotte,NC,28214,2756,980,343,6055,980,343,6128,-,-,-,-,-,-,http://schools.cms.k12.nc.us/tuckaseegeeES,1,Open,30-Jun-90,-,R,Regular School,M,Magnet,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,04-27-2017 05:30PM,susan_grigg
6005652018,600565,2018,University Park Creative Arts,University Park Creative Arts,600,Charlotte-Mecklenburg Schools,Dr,Regina,J,Boyd,-,p565@cms.k12.nc.us,2400 Hildebrand St,-,Charlotte,NC,28216,-,980,343,5178,980,343,5182,-,-,-,-,-,-,http://schools.cms.k12.nc.us/universityparkES,1,Open,30-Jun-96,-,R,Regular School,M,Magnet,KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,10-14-2013 05:38PM,susan_grigg
6005662018,600566,2018,University Meadows Elementary,University Meadows Elementary,600,Charlotte-Mecklenburg Schools,-,Christopher,-,Bernard,-,p566@cms.k12.nc.us,1600 Pavilion Blvd,-,Charlotte,NC,28262,8103,980,343,3685,980,343,3728,-,-,-,-,-,-,http://schools.cms.k12.nc.us/universitymeadowsES,1,Open,30-Jun-92,-,R,Regular School,N,None,PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,10-14-2013 05:38PM,susan_grigg
6005672018,600567,2018,Charlotte Engineering Early College-UNCC,Charlotte Engineering Early College,600,Charlotte-Mecklenburg Schools,-,Will,-,Leach,-,p567@cms.k12.nc.us,9000 Robert Snyder Rd,-,Charlotte,NC,28262,-,980,343,9898,980,343,2517,-,-,-,-,-,-,http://schools.cms.k12.nc.us/unccepicHS/Pages/Default.aspx,1,Open,1-Jul-14,-,R,Regular School,E,Early College,09:10:11:12,09:10:11:12,9,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,340771,-,-,-,-,N,-,100,6,N,-,Modular Unit,N,-,School 600426 - Independence High :School 600397 - Garinger High :School 600445 - Mallard Creek High :School 600480 - North Mecklenburg High :School 600457 - Rocky River High  :School 600592 - Vance High ,-,60,Mecklenburg,2015,11,"City, Large",N,-,12-03-2013 12:00AM,susan_grigg,07-03-2017 10:31AM,edna_gant
6005692018,600569,2018,Charlotte Teacher Early College,Charlotte Teacher Early College,600,Charlotte-Mecklenburg Schools,-,Will,-,Leach,-,p569@cms.k12.nc.us,9201 University City Blvd,-,Charlotte,NC,28223,1,980,343,9898,980,343,2517,-,-,-,-,-,-,http://schools.cms.k12.nc.us/cltteacherearlycollegeHS/,3,New,1-Jul-17,-,R,Regular School,E,Early College,9,09:10:11:12:13,9,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,340079,-,-,-,-,N,-,55,3,N,-,Classroom facility at UNC-Charlotte.,N,-,School 600302 - Ardrey Kell High :School 600361 - Butler High :School 600377 - East Mecklenburg High :School 600397 - Garinger High :School 600405 - Harding University High :School 600415 - Hopewell High :School 600426 - Independence High :School 600445 - Mallard Creek High :School 600466 - Myers Park High :School 600697 - Olympic High - Biotech Health Pub Admin :School 600693 - Olympic High - Renaissance School :School 600696 - Olympic High-Leadership and Development :School 600694 - Olympic High-Math Eng Tech Science :School 600695 - Olympic TEAM High School :School 600508 - Providence High :School 600457 - Rocky River High :School 600535 - South Mecklenburg High :School 600592 - Vance High :School 600576 - West Charlotte High :School 600579 - West Mecklenburg High :School 600312 - William Amos Hough High ,-,60,Mecklenburg,2018,11,"City, Large",N,-,12-05-2016 01:26PM,susan_grigg,09-19-2017 08:16AM,edna_gant
6005712018,600571,2018,Irwin Academic Center,Irwin Academic Center,600,Charlotte-Mecklenburg Schools,Dr,Vanessa,-,Ashford,-,p571@cms.k12.nc.us,329 N. Irwin Ave,-,Charlotte,NC,28202,-,980,343,5480,980,343,5574,-,-,-,-,-,-,http://schools.cms.k12.nc.us/irwinacademiccenterES,1,Open,30-Jun-92,-,R,Regular School,M,Magnet,KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,10-14-2013 05:39PM,susan_grigg
6005742018,600574,2018,Walter G Byers School,Walter G. Byers School,600,Charlotte-Mecklenburg Schools,-,Anthony,-,Galloway,-,p574@cms.k12.nc.us,1415 Hamilton St,-,Charlotte,NC,28206,-,980,343,6940,980,343,6943,-,-,-,-,-,-,http://schools.cms.k12.nc.us/waltergbyersES,1,Open,30-Jun-02,-,R,Regular School,N,None,PK:KG:01:02:03:04:05:06:07:08,-,-,-,Y,Year Round,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,01-10-2014 01:41PM,susan_grigg
6005762018,600576,2018,West Charlotte High,West Charlotte High,600,Charlotte-Mecklenburg Schools,Dr,Timisha,-,Barnes-Jones,-,timisha.barnes-jones@cms.k12.nc.us,2219 Senior Dr,-,Charlotte,NC,28216,4399,980,343,6060,980,343,6049,-,-,-,-,-,-,http://schools.cms.k12.nc.us/westcharlotteHS,1,Open,30-Jun-90,-,R,Regular School,M,Magnet,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,340700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,04-27-2017 05:29PM,susan_grigg
6005772018,600577,2018,Westerly Hills Academy,Westerly Hills Academy,600,Charlotte-Mecklenburg Schools,-,Malacy,T,Williams,-,p577@cms.k12.nc.us,4420 Denver Ave,-,Charlotte,NC,28208,3699,980,343,6021,980,343,6122,-,-,-,-,-,-,http://schools.cms.k12.nc.us/westerlyhillsES,1,Open,27-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,06-21-2017 03:40PM,edna_gant
6005792018,600579,2018,West Mecklenburg High,West Mecklenburg High,600,Charlotte-Mecklenburg Schools,-,Casey,-,Jones,-,p579@cms.k12.nc.us,7400 Tuckaseegee Rd,-,Charlotte,NC,28214,2621,980,343,6080,980,343,6079,-,-,-,-,-,-,http://schools.cms.k12.nc.us/westmecklenburgHS,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,340705,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,09-19-2014 01:58PM,susan_grigg
6005822018,600582,2018,J T Williams Secondary Montessori,Secondary Montessori @ JT Williams,600,Charlotte-Mecklenburg Schools,-,Sophia,-,Hazlehurst,-,p582@cms.k12.nc.us,2400 Carmine St,-,Charlotte,NC,28206,1024,980,343,40,980,343,44,-,-,-,-,-,-,http://schools.cms.k12.nc.us/jtwilliamsmontessoriMS,3,New,1-Jul-17,-,R,Regular School,M,Magnet,07:08:09:10,07:08:09:10:11:12,07:08:09:10,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,-,-,3.70297E+11,-,-,-,-,-,N,-,250,13,N,-,This new Montessori program will be housed in the former JT Williams Middle School facility.,N,-,School 600399 - Alexander Graham Middle :School 600302 - Ardrey Kell High :School 600313 - Bailey Middle :School 600361 - Butler High :School 600333 - Carmel Middle :School 600341 - Cochrane Collegiate Academy :School 600312 - William Amos Hough High :School 600301 - Albemarle Road Middle :School 600345 - Community House Middle :School 600353 - Crestdale Middle :School 600377 - East Mecklenburg High :School 600381 - Eastway Middle :School 600394 - Francis Bradley Middle :School 600397 - Garinger High :School 600405 - Harding University High :School 600415 - Hopewell High :School 600426 - Independence High :School 600305 - J M Alexander Middle :School 600428 - James Martin Middle :School 600431 - Jay M Robinson Middle :School 600434 - Kennedy Middle :School 600445 - Mallard Creek High :School 600448 - Martin Luther King Jr Middle :School 600450 - McClintock Middle :School 600455 - Mint Hill Middle :School 600462 - Mountain Island Lake Academy :School 600466 - Myers Park High :School 600480 - North Mecklenburg High :School 600479 - Northeast Middle :School 600481 - Northridge Middle :School 600697 - Olympic High - Biotech Health Pub Admin :School 600693 - Olympic High - Renaissance School :School 600696 - Olympic High-Leadership and Development :School 600694 - Olympic High-Math Eng Tech Science :School 600695 - Olympic TEAM High School :School 600508 - Providence High :School 600509 - Quail Hollow Middle :School 600514 - Ranson Middle :School 600513 - Randolph Middle :School 600518 - Ridge Road Middle :School 600457 - Rocky River High :School 600520 - Sedgefield Middle :School 600537 - South Charlotte Middle :School 600535 - South Mecklenburg High :School 600538 - Southwest Middle School :School 600592 - Vance High :School 600576 - West Charlotte High :School 600579 - West Mecklenburg High :School 600317 - Whitewater Middle ,-,60,Mecklenburg,2018,11,"City, Large",N,-,12-05-2016 01:41PM,susan_grigg,08-08-2017 09:59AM,edna_gant
6005862018,600586,2018,Winding Springs Elementary,Winding Springs Elementary,600,Charlotte-Mecklenburg Schools,-,Courtney,-,Wall,-,p586@cms.k12.nc.us,6601 Horace Mann Rd,-,Charlotte,NC,28269,-,980,343,5140,980,343,5144,-,-,-,-,-,-,http://schools.cms.k12.nc.us/windingspringsES,1,Open,30-Jun-95,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,04-01-2015 10:29AM,susan_grigg
6005872018,600587,2018,Windsor Park Elementary,Windsor Park Elementary,600,Charlotte-Mecklenburg Schools,Dr,Lauren,-,Finley,-,p587@cms.k12.nc.us,3910 Sudbury Rd,-,Charlotte,NC,28205,4543,980,343,6405,980,343,6495,-,-,-,-,-,-,http://schools.cms.k12.nc.us/windsorparkES,1,Open,26-Jun-90,-,R,Regular School,M,Magnet,PK:KG:01:02:03:04:05,PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,04-27-2017 05:34PM,susan_grigg
6005882018,600588,2018,Winget Park Elementary,Winget Park Elementary,600,Charlotte-Mecklenburg Schools,-,Rick,-,Mohrien,-,p588@cms.k12.nc.us,12235 Winget Rd,-,Charlotte,NC,28278,-,980,343,1063,980,343,1062,-,-,-,-,-,-,http://schools.cms.k12.nc.us/wingetparkES,1,Open,2-Jul-06,-,R,Regular School,N,None,PK:KG:01:02:03:04:05,PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,06-21-2017 03:41PM,edna_gant
6005892018,600589,2018,Winterfield Elementary,Winterfield Elementary,600,Charlotte-Mecklenburg Schools,-,Angela,-,Grant,-,p589@cms.k12.nc.us,3100 Winterfield Pl,-,Charlotte,NC,28205,5937,980,343,6400,980,343,6493,-,-,-,-,-,-,http://schools.cms.k12.nc.us/winterfieldES,1,Open,30-Jun-90,-,R,Regular School,N,None,PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,10-14-2013 05:41PM,susan_grigg
6005902018,600590,2018,River Gate Elementary,River Gate Elementary,600,Charlotte-Mecklenburg Schools,-,Terri,-,Cooper,-,p590@cms.k12.nc.us,15340 Smith Rd,-,Charlotte,NC,28273,-,980,344,1000,980,343,1836,-,-,-,-,-,-,http://schools.cms.k12.nc.us/rivergateES,1,Open,1-Jul-09,-,R,Regular School,N,None,KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,10-14-2013 05:42PM,susan_grigg
6005922018,600592,2018,Vance High,Zebulon B Vance High,600,Charlotte-Mecklenburg Schools,-,Kit,-,Rea,-,p592@cms.k12.nc.us,7600 IBM Dr,-,Charlotte,NC,28262,-,980,343,5284,980,343,5286,-,-,-,-,-,-,http://schools.cms.k12.nc.us/vanceHS,1,Open,30-Jun-97,-,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,340708,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,09-19-2014 01:57PM,susan_grigg
6005942018,600594,2018,Merancas Middle College High,Merancas Middle College High,600,Charlotte-Mecklenburg Schools,-,Jametta,-,Martin-Tanner,-,p594@cms.k12.nc.us,11930 Verhoeff Dr,-,Huntersville,NC,28078,9014,980,343,35,980,343,37,-,-,-,-,-,-,http://schools.cms.k12.nc.us/merancasHS,3,New,1-Jul-17,-,R,Regular School,C,Cooperative Innovative High School,11:12,11:12:13,11:12:13,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,340045,-,-,-,-,N,-,200,13,N,-,"Classroom facilities at Central Piedmont Community College Merancas Campus in Huntersville, NC.",N,-,School 600415 - Hopewell High :School 600480 - North Mecklenburg High :School 600312 - William Amos Hough High :School 600579 - West Mecklenburg High ,-,60,Mecklenburg,2018,11,"City, Large",N,-,12-05-2016 12:57PM,susan_grigg,08-23-2017 09:19AM,edna_gant
6006932018,600693,2018,Olympic High - Renaissance School,Renaissance School of Arts/Technology at Olympic ,600,Charlotte-Mecklenburg Schools,Dr,Tamara,-,Hines,-,p693@cms.k12.nc.us,4301 Sandy Porter Rd   Suite D,-,Charlotte,NC,28273,-,980,343,1107,980,343,1111,-,-,-,-,-,-,http://schools.cms.k12.nc.us/renaissanceOHS/Pages/Default.aspx,1,Open,2-Jul-06,1-Jul-18,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,340723,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,02-26-2018 03:00PM,edna_gant
6006942018,600694,2018,Olympic High-Math Eng Tech Science,"School of Math, Engineering, Technology & Science at Olympic",600,Charlotte-Mecklenburg Schools,-,Erik,-,Olejarczyk,-,p694@cms.k12.nc.us,4301 Sandy Porter Rd    Suite B,-,Charlotte,NC,28273,-,980,343,1101,980,343,1105,-,-,-,-,-,-,http://schools.cms.k12.nc.us/metsOHS,1,Open,2-Jul-06,1-Jul-18,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,340693,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,02-26-2018 03:01PM,edna_gant
6006952018,600695,2018,Olympic TEAM High School,School of Tech Entrepreneurship/Adv Manufacturing at Olympic,600,Charlotte-Mecklenburg Schools,-,Erik,-,Olejarczyk,-,p695@cms.k12.nc.us,4301 Sandy Porter Rd    Suite A,-,Charlotte,NC,28273,-,980,343,1113,980,343,1102,-,-,-,-,-,-,http://schools.cms.k12.nc.us/teamOHS/Pages/Default.aspx,1,Open,2-Jul-06,1-Jul-18,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,340727,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,02-26-2018 03:02PM,edna_gant
6006962018,600696,2018,Olympic High-Leadership and Development,School of Exe Leadership/Entrepreneurial Develop at Olympic,600,Charlotte-Mecklenburg Schools,-,Erik,-,Olejarczyk,-,p696@cms.k12.nc.us,4301 Sandy Porter Rd   Suite C,-,Charlotte,NC,28273,-,980,343,1104,980,343,1108,-,-,-,-,-,-,http://schools.cms.k12.nc.us/eledOHS/Pages/Default.aspx,1,Open,2-Jul-06,1-Jul-18,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70297E+11,340730,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,02-26-2018 03:00PM,edna_gant
